userId,movieId,rating,timestamp,movieTitle
6,628,1,845555300,Primal Fear
6,347,1,845555300,Bitter Moon
6,87,1,845555300,Dunston Checks In
6,505,1,845555317,North
6,76,1,845555317,Screamers
6,711,1,845555317,Flipper
6,609,1,845555342,Homeward Bound II: Lost in San Francisco
7,1784,0,1106635416,As Good as It Gets
7,2683,0,1106635420,Austin Powers: The Spy Who Shagged Me
7,1584,1,1106635423,Contact
7,1923,0,1106635444,There's Something About Mary
7,1208,1,1106635462,Apocalypse Now
7,1917,1,1106635484,Armageddon
7,1517,1,1106635489,Austin Powers: International Man of Mystery
7,1219,1,1106635496,Psycho
7,3114,1,1106635500,Toy Story 2
7,1101,1,1106635502,Top Gun
7,4306,1,1106635524,Shrek
7,466,1,1106635532,Hot Shots! Part Deux
7,2640,1,1106635540,Superman
7,2353,1,1106635625,Enemy of the State
7,3793,1,1106635630,X-Men
7,3977,0,1106635635,Charlie's Angels
7,2529,1,1106635640,Planet of the Apes
7,1954,1,1106635657,Rocky
7,1246,0,1106635678,Dead Poets Society
7,1270,1,1106635681,Back to the Future
7,5816,1,1106635705,Harry Potter and the Chamber of Secrets
7,587,0,1106635714,Ghost
7,5378,0,1106635735,Star Wars: Episode II - Attack of the Clones
7,4874,1,1106635738,K-PAX
7,4223,0,1106635742,Enemy at the Gates
7,5502,0,1106635745,Signs
7,4643,0,1106635749,Planet of the Apes
7,356,1,1106635915,Forrest Gump
7,480,1,1106635917,Jurassic Park
7,592,1,1106635922,Batman
7,150,1,1106635925,Apollo 13
7,380,1,1106635937,True Lies
7,589,0,1106635940,Terminator 2: Judgment Day
7,780,1,1106635943,Independence Day
7,1,1,1106635946,Toy Story
7,588,1,1106635971,Aladdin
7,648,1,1106635981,Mission: Impossible
7,165,1,1106635987,Die Hard: With a Vengeance
7,8970,0,1106636069,Finding Neverland
7,8957,1,1106636098,Saw
7,8984,1,1106636101,Ocean's Twelve
7,8636,1,1106636511,Spider-Man 2
7,4886,1,1106636531,"Monsters, Inc."
7,3578,0,1106636534,Gladiator
7,6539,1,1106636584,Pirates of the Caribbean: The Curse of the Black Pearl
7,8368,0,1106636592,Harry Potter and the Prisoner of Azkaban
7,3916,1,1106636596,Remember the Titans
7,5989,1,1106636600,Catch Me If You Can
7,8798,1,1106636602,Collateral
7,5349,1,1106636606,Spider-Man
7,5464,1,1106636612,Road to Perdition
7,4963,1,1106636702,Ocean's Eleven
7,5445,1,1106636707,Minority Report
7,8360,1,1106636782,Shrek 2
7,750,1,1106636810,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
7,3623,0,1106712541,Mission: Impossible II
7,2858,1,1106712546,American Beauty
7,3408,1,1106712549,Erin Brockovich
7,2628,0,1106712553,Star Wars: Episode I - The Phantom Menace
7,924,1,1106712615,2001: A Space Odyssey
7,595,1,1106712636,Beauty and the Beast
7,5991,1,1106712818,Chicago
7,5459,1,1106712820,Men in Black II
7,5218,1,1106712866,Ice Age
7,4370,1,1106712869,A.I. Artificial Intelligence
7,4018,1,1106712913,What Women Want
7,3354,0,1106713005,Mission to Mars
7,2701,0,1106713076,Wild Wild West
7,2717,1,1106713081,Ghostbusters II
7,8865,0,1106713549,Sky Captain and the World of Tomorrow
7,8666,0,1106779625,Catwoman
7,4310,0,1107127033,Pearl Harbor
7,1617,1,1107127060,L.A. Confidential
7,7445,1,1107473963,Man on Fire
7,8958,1,1110173697,Ray
7,8907,0,1110757877,Shark Tale
7,8949,1,1110757890,Sideways
7,4246,0,1110855253,Bridget Jones's Diary
7,8972,0,1111552650,National Treasure
7,2671,1,1113542732,Notting Hill
7,33162,1,1116550784,Kingdom of Heaven
7,32029,0,1118025946,Hostage
18,2959,1,1455049351,Fight Club
18,1198,1,1455049377,Raiders of the Lost Ark
18,51662,1,1455049725,300
18,8644,1,1455049735,"I, Robot"
18,45722,1,1455049739,Pirates of the Caribbean: Dead Man's Chest
18,7254,1,1455049744,The Butterfly Effect
18,6373,1,1455049753,Bruce Almighty
18,6539,1,1455049808,Pirates of the Caribbean: The Curse of the Black Pearl
18,6377,1,1455049810,Finding Nemo
18,6874,1,1455049814,Kill Bill: Vol. 1
18,7147,1,1455049845,Big Fish
18,8984,1,1455049865,Ocean's Twelve
18,44665,1,1455049870,Lucky Number Slevin
18,7373,1,1455049881,Hellboy
18,44199,1,1455049886,Inside Man
18,8950,1,1455049893,The Machinist
18,31685,0,1455049910,Hitch
18,37729,1,1455049923,Corpse Bride
18,8917,1,1455049936,Team America: World Police
18,6287,1,1455049949,Anger Management
18,34150,1,1455049954,Fantastic Four
18,1213,1,1455050000,Goodfellas
18,1704,1,1455050003,Good Will Hunting
18,527,1,1455050006,Schindler's List
18,111362,1,1455050010,X-Men: Days of Future Past
18,74458,1,1455050015,Shutter Island
18,79132,1,1455050059,Inception
18,608,1,1455050069,Fargo
18,904,1,1455050080,Rear Window
18,109487,1,1455050087,Interstellar
18,44191,1,1455050089,V for Vendetta
18,1203,1,1455050107,12 Angry Men
18,356,1,1455050112,Forrest Gump
18,110,1,1455050170,Braveheart
18,1219,1,1455050177,Psycho
18,778,1,1455050179,Trainspotting
18,1222,1,1455050183,Full Metal Jacket
18,1961,1,1455050512,Rain Man
18,116797,1,1455050523,The Imitation Game
18,33794,1,1455050618,Batman Begins
18,1214,1,1455050629,Alien
18,1207,1,1455050736,To Kill a Mockingbird
18,296,1,1455050745,Pulp Fiction
18,5459,0,1455050758,Men in Black II
18,30793,1,1455050800,Charlie and the Chocolate Factory
18,5481,1,1455050806,Austin Powers in Goldmember
18,5956,1,1455050816,Gangs of New York
18,5266,1,1455050827,Panic Room
18,7293,1,1455050834,50 First Dates
18,40819,1,1455050836,Walk the Line
18,8957,1,1455050859,Saw
18,6534,1,1455050877,Hulk
18,37741,1,1455050937,Capote
18,6548,0,1455050951,Bad Boys II
18,6888,0,1455050979,Scary Movie 3
18,36519,1,1455051042,Transporter 2
18,74789,1,1455051099,Alice in Wonderland
18,91542,1,1455051101,Sherlock Holmes: A Game of Shadows
18,106487,1,1455051107,The Hunger Games: Catching Fire
18,88140,1,1455051109,Captain America: The First Avenger
18,102445,1,1455051113,Star Trek Into Darkness
18,97938,1,1455051126,Life of Pi
18,99114,1,1455051144,Django Unchained
18,76251,1,1455051151,Kick-Ass
18,91500,1,1455051164,The Hunger Games
18,87232,1,1455051166,X-Men: First Class
18,79702,1,1455051182,Scott Pilgrim vs. the World
18,96610,1,1455051188,Looper
18,88129,1,1455051194,Drive
18,86332,1,1455051197,Thor
18,77561,1,1455051202,Iron Man 2
18,1089,1,1455051391,Reservoir Dogs
18,1208,1,1455051397,Apocalypse Now
18,115713,1,1455051411,Ex Machina
18,64614,1,1455059693,Gran Torino
18,68157,1,1455059756,Inglourious Basterds
18,46578,1,1455059798,Little Miss Sunshine
18,1291,1,1455059809,Indiana Jones and the Last Crusade
18,50872,1,1455059813,Ratatouille
18,8641,0,1455060196,Anchorman: The Legend of Ron Burgundy
18,2329,1,1455209651,American History X
18,4886,1,1455209685,"Monsters, Inc."
18,5445,1,1455209691,Minority Report
18,4963,1,1455209694,Ocean's Eleven
18,4306,1,1455209697,Shrek
18,5989,1,1455209729,Catch Me If You Can
18,5218,1,1455209763,Ice Age
18,589,1,1455209793,Terminator 2: Judgment Day
18,480,1,1455209811,Jurassic Park
18,1,1,1455209816,Toy Story
18,780,1,1455209824,Independence Day
18,590,1,1455209837,Dances with Wolves
18,32,1,1455209840,Twelve Monkeys
18,380,0,1455209846,True Lies
18,2028,1,1455209855,Saving Private Ryan
18,3578,1,1455209857,Gladiator
18,344,0,1455209869,Ace Ventura: Pet Detective
18,648,1,1455209873,Mission: Impossible
18,377,0,1455209879,Speed
18,595,1,1455209900,Beauty and the Beast
18,165,1,1455209902,Die Hard: With a Vengeance
18,588,1,1455209912,Aladdin
18,1136,1,1455210625,Monty Python and the Holy Grail
18,34405,1,1455231107,Serenity
18,36529,1,1455231182,Lord of War
18,53125,1,1455231338,Pirates of the Caribbean: At World's End
18,59615,0,1455231357,Indiana Jones and the Kingdom of the Crystal Skull
18,86880,1,1455231363,Pirates of the Caribbean: On Stranger Tides
18,2997,1,1455231386,Being John Malkovich
18,4226,1,1455231390,Memento
18,2683,0,1455231399,Austin Powers: The Spy Who Shagged Me
18,2706,1,1455231410,American Pie
18,3994,0,1455231481,Unbreakable
18,3081,1,1455231488,Sleepy Hollow
18,3052,1,1455231506,Dogma
18,3785,0,1455231603,Scary Movie
18,329,1,1455231677,Star Trek: Generations
18,1356,1,1455231686,Star Trek: First Contact
18,68358,1,1455231723,Star Trek
18,1375,1,1455231757,Star Trek III: The Search for Spock
18,5944,0,1455231780,Star Trek: Nemesis
18,45499,1,1455231957,X-Men: The Last Stand
18,55247,1,1455231983,Into the Wild
18,45517,1,1455232017,Cars
18,53972,1,1455232038,Live Free or Die Hard
18,72378,1,1455529598,2012
18,2000,1,1455529833,Lethal Weapon
18,1391,1,1455529835,Mars Attacks!
18,3751,1,1455529841,Chicken Run
18,3949,1,1455529881,Requiem for a Dream
18,235,1,1455529905,Ed Wood
18,2470,1,1455529935,Crocodile Dundee
18,2,1,1455617462,Jumanji
18,288,1,1455617466,Natural Born Killers
18,223,1,1455617470,Clerks
18,36,1,1455617478,Dead Man Walking
18,208,1,1455617516,Waterworld
18,34,0,1455617533,Babe
18,1371,1,1455617646,Star Trek: The Motion Picture
18,180,1,1455617692,Mallrats
18,8798,1,1455617710,Collateral
18,6440,1,1455617896,Barton Fink
18,97752,1,1455617979,Cloud Atlas
18,500,1,1455618095,Mrs. Doubtfire
18,1036,1,1455618103,Die Hard
18,59315,1,1455618310,Iron Man
18,71899,1,1455618430,Mary and Max
18,112852,1,1455618433,Guardians of the Galaxy
18,1246,1,1455618445,Dead Poets Society
18,8360,1,1455654935,Shrek 2
18,32587,1,1455654945,Sin City
18,7438,1,1455654949,Kill Bill: Vol. 2
18,33615,1,1455655026,Madagascar
18,47200,1,1455655111,Crank
18,7317,1,1455655129,EuroTrip
18,112552,1,1455664748,Whiplash
18,1676,1,1455735650,Starship Troopers
18,1608,1,1455735712,Air Force One
18,70,1,1455735732,From Dusk Till Dawn
18,673,1,1455735781,Space Jam
18,1918,1,1455735827,Lethal Weapon 4
18,849,1,1455735861,Escape from L.A.
18,1580,1,1455748435,Men in Black
18,1721,1,1455748443,Titanic
18,1917,1,1455748548,Armageddon
18,1517,0,1455748555,Austin Powers: International Man of Mystery
18,2291,1,1455748560,Edward Scissorhands
18,2115,1,1455748562,Indiana Jones and the Temple of Doom
18,2012,1,1455748610,Back to the Future Part III
18,1270,1,1455748627,Back to the Future
18,2011,1,1455748634,Back to the Future Part II
18,586,1,1455748696,Home Alone
18,2918,1,1455748728,Ferris Bueller's Day Off
18,1653,1,1455748777,Gattaca
18,104,0,1455748792,Happy Gilmore
18,442,1,1455748803,Demolition Man
18,337,1,1455748833,What's Eating Gilbert Grape
18,1370,1,1455748921,Die Hard 2
18,163,1,1455748933,Desperado
18,57669,1,1455749164,In Bruges
18,59784,1,1455749175,Kung Fu Panda
18,72011,1,1455749223,Up in the Air
18,72998,1,1455749238,Avatar
18,68954,1,1455749241,Up
18,70286,1,1455749255,District 9
18,73017,1,1455749266,Sherlock Holmes
18,60684,1,1455749277,Watchmen
18,53996,1,1455749279,Transformers
18,60074,0,1455749302,Hancock
18,68319,1,1455749310,X-Men Origins: Wolverine
18,57640,1,1455749376,Hellboy II: The Golden Army
18,63131,1,1455749413,Role Models
18,62434,1,1455749428,Zack and Miri Make a Porno
18,60756,1,1455749449,Step Brothers
18,46965,0,1455749474,Snakes on a Plane
18,80219,1,1455749571,Machete
18,1954,1,1455749673,Rocky
18,2409,1,1455749696,Rocky II
18,2411,1,1455749718,Rocky IV
18,2001,1,1455749721,Lethal Weapon 2
18,58299,1,1455749828,Horton Hears a Who!
18,53318,0,1455749879,Cashback
18,508,1,1455749987,Philadelphia
18,51540,1,1455821297,Zodiac
18,4643,1,1456395471,Planet of the Apes
18,2002,1,1456395560,Lethal Weapon 3
18,1276,1,1456438623,Cool Hand Luke
18,1784,1,1456672335,As Good as It Gets
18,134130,1,1456693665,The Martian
18,78499,1,1456744760,Toy Story 3
18,111759,1,1456744991,Edge of Tomorrow
18,1275,1,1456745019,Highlander
18,541,1,1456745325,Blade Runner
18,95441,0,1456750781,Ted
18,104879,1,1456770932,Prisoners
18,4262,1,1456772015,Scarface
18,69640,1,1456772121,Public Enemies
18,6870,1,1456780831,Mystic River
18,5903,1,1456832424,Equilibrium
18,112421,1,1456832692,Frank
18,145,1,1456864434,Bad Boys
18,2412,1,1456875250,Rocky V
18,116823,1,1456910057,The Hunger Games: Mockingjay - Part 1
18,5669,1,1456919349,Bowling for Columbine
18,4816,1,1456919460,Zoolander
18,6709,1,1456919632,Once Upon a Time in Mexico
18,5349,1,1456923908,Spider-Man
18,5816,1,1456923936,Harry Potter and the Chamber of Secrets
18,8368,1,1456923938,Harry Potter and the Prisoner of Azkaban
18,7361,1,1456924036,Eternal Sunshine of the Spotless Mind
18,66934,1,1456924733,Dr. Horrible's Sing-Along Blog
18,76077,1,1456924816,Hot Tub Time Machine
18,57528,0,1456924845,Rambo
18,86190,1,1456924897,Hanna
18,76175,0,1456924918,Clash of the Titans
18,1020,1,1456955800,Cool Runnings
18,1805,1,1456956041,Wild Things
18,27831,1,1456958283,Layer Cake
18,2410,1,1456958417,Rocky III
18,1374,1,1456958429,Star Trek II: The Wrath of Khan
18,4011,1,1456958432,Snatch
18,4728,1,1457005711,Rat Race
18,119145,1,1457382413,Kingsman: The Secret Service
18,122900,1,1457382458,Ant-Man
18,122892,1,1457382463,Avengers: Age of Ultron
18,110102,1,1457382469,Captain America: The Winter Soldier
